Configuration,Agent Role,Average Reward,Total Wins,Total Draws,Total Losses,Average Time (ms),S,R,D_mcts,D_minimax,agent_1_type,agent_2_type,matchup,Total Games
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=1,D=2)",X,0.12,28,0,22,58.04632250467936,30,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=1,D=2)",O,-0.12,22,0,28,38.88104319572448,30,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=1,D=3)",X,-0.16,21,0,29,59.23219164212545,30,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=1,D=3)",O,0.16,29,0,21,36.70099854469299,30,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=2,D=1)",X,0.6,40,0,10,59.40962155659994,30,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=2,D=1)",O,-0.6,10,0,40,76.75248821576437,30,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=2,D=2)",X,0.02,25,1,24,58.795313358306885,30,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=2,D=2)",O,-0.02,24,1,25,65.74899991353352,30,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=2,D=3)",X,-0.22,19,1,30,60.70717072486877,30,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=2,D=3)",O,0.22,30,1,19,57.865643898646034,30,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=3,D=1)",X,0.62,40,1,9,58.08564964930217,30,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=3,D=1)",O,-0.62,9,1,40,101.81487401326498,30,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=3,D=2)",X,0.16,28,2,20,57.36089611053468,30,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=3,D=2)",O,-0.16,20,2,28,90.8401882648468,30,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=3,D=3)",X,-0.22,19,1,30,62.26571472485861,30,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=3,D=3)",O,0.22,30,1,19,83.6623255411784,30,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=2) vs MCTS(S=30,R=3,D=2)",X,0.2,28,4,18,56.11665097872416,30,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=2) vs MCTS(S=30,R=3,D=2)",O,-0.2,18,4,28,54.53097621599833,30,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=2) vs MCTS(S=30,R=3,D=3)",X,-0.06,23,1,26,56.69394413630167,30,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=2) vs MCTS(S=30,R=3,D=3)",O,0.06,26,1,23,50.76044797897338,30,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=1,D=1)",X,0.86,46,1,3,54.93623058001201,30,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=1,D=1)",O,-0.86,3,1,46,44.35091813405356,30,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=1,D=2)",X,0.46,36,1,13,53.89796423912048,30,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=1,D=2)",O,-0.46,13,1,36,39.7911544640859,30,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=1,D=3)",X,0.02,24,3,23,52.27919395764669,30,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=1,D=3)",O,-0.02,23,3,24,34.61331685384114,30,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=2,D=1)",X,0.8,45,0,5,52.8243932723999,30,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=2,D=1)",O,-0.8,5,0,45,68.95022471745808,30,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=2,D=2)",X,-0.02,23,3,24,60.53031619389851,30,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=2,D=2)",O,0.02,24,3,23,67.93561577796935,30,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=2,D=3)",X,-0.04,23,2,25,56.02753376960754,30,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=2,D=3)",O,0.04,25,2,23,60.64779877662659,30,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=3,D=1)",X,0.68,42,0,8,55.62025268872579,30,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=3,D=1)",O,-0.68,8,0,42,97.70046194394432,30,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=3,D=2)",X,0.34,31,5,14,53.52139123280843,30,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=3,D=2)",O,-0.34,14,5,31,88.05080811182657,30,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=3,D=3)",X,0.06,25,3,22,55.31850115458172,30,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=3,D=3)",O,-0.06,22,3,25,81.96291049321492,30,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=3) vs MCTS(S=30,R=3,D=3)",X,0.2,29,2,19,53.61844793955485,30,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=3) vs MCTS(S=30,R=3,D=3)",O,-0.2,19,2,29,53.45869183540344,30,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=1,D=1)",X,0.6,39,2,9,54.586318810780845,30,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=1,D=1)",O,-0.6,9,2,39,46.28153443336487,30,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=1,D=2)",X,0.42,32,7,11,53.27477304140728,30,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=1,D=2)",O,-0.42,11,7,32,41.34722868601481,30,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=1,D=3)",X,0.48,36,2,12,57.86156471570333,30,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=1,D=3)",O,-0.48,12,2,36,41.80309057235718,30,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=2,D=1)",X,0.94,48,1,1,56.52382103602092,30,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=2,D=1)",O,-0.94,1,1,48,78.46302509307861,30,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=2,D=2)",X,0.44,34,4,12,53.256850004196174,30,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=2,D=2)",O,-0.44,12,4,34,67.21975247065227,30,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=2,D=3)",X,0.24,29,4,17,49.67669606208801,30,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=2,D=3)",O,-0.24,17,4,29,55.30123670895895,30,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=3,D=1)",X,0.68,41,2,7,49.15116318066915,30,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=3,D=1)",O,-0.68,7,2,41,95.21251757939658,30,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=3,D=2)",X,0.66,39,5,6,52.78607066472372,30,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=3,D=2)",O,-0.66,6,5,39,92.89592266082764,30,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=3,D=3)",X,0.1,26,3,21,50.13972663879395,30,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=3,D=3)",O,-0.1,21,3,26,79.36826070149739,30,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=1,D=1)",X,0.76,44,0,6,39.592197736104325,50,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=1,D=1)",O,-0.76,6,0,44,44.59336837132771,50,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=1,D=2)",X,0.12,27,2,21,42.72253076235453,50,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=1,D=2)",O,-0.12,21,2,27,40.21326621373496,50,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=1,D=3)",X,-0.3,17,1,32,45.974153916041054,50,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=1,D=3)",O,0.3,32,1,17,37.81944831212362,50,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=2,D=1)",X,0.7,42,1,7,40.892432610193886,50,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=2,D=1)",O,-0.7,7,1,42,72.89590318997702,50,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=2,D=2)",X,0.1,27,1,22,41.0710411866506,50,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=2,D=2)",O,-0.1,22,1,27,63.57797940572102,50,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=2,D=3)",X,-0.16,21,0,29,41.90811435381572,50,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=2,D=3)",O,0.16,29,0,21,59.33348615964254,50,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=3,D=1)",X,0.58,39,1,10,43.41252541542054,50,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=3,D=1)",O,-0.58,10,1,39,104.79149182637532,50,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=3,D=2)",X,0.3,31,3,16,40.54921420415243,50,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=3,D=2)",O,-0.3,16,3,31,88.50905855496723,50,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=3,D=3)",X,-0.12,21,2,27,40.893615563710526,50,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=3,D=3)",O,0.12,27,2,21,79.04827197392781,50,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=1,D=2)",X,0.38,32,5,13,45.67261942227681,50,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=1,D=2)",O,-0.38,13,5,32,45.95287283261617,50,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=1,D=3)",X,0.2,29,2,19,44.24246152242026,50,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=1,D=3)",O,-0.2,19,2,29,39.96970136960348,50,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=2,D=1)",X,0.84,46,0,4,42.56248394648234,50,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=2,D=1)",O,-0.84,4,0,46,80.18192370732623,50,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=2,D=2)",X,0.22,28,5,17,42.02943237622578,50,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=2,D=2)",O,-0.22,17,5,28,66.21785998344421,50,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=2,D=3)",X,-0.1,21,3,26,41.76044901212056,50,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=2,D=3)",O,0.1,26,3,21,62.87399967511495,50,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=3,D=1)",X,0.84,46,0,4,44.134292602539055,50,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=3,D=1)",O,-0.84,4,0,46,112.08447058995566,50,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=3,D=2)",X,0.24,29,4,17,43.10619266827901,50,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=3,D=2)",O,-0.24,17,4,29,93.44166954358418,50,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=3,D=3)",X,0.14,28,1,21,43.15518546104431,50,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=3,D=3)",O,-0.14,21,1,28,88.45592697461444,50,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=3) vs MCTS(S=50,R=1,D=3)",X,0.62,39,3,8,37.95168002446493,50,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=3) vs MCTS(S=50,R=1,D=3)",O,-0.62,8,3,39,40.10324954986572,50,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=3) vs MCTS(S=50,R=2,D=1)",X,0.82,44,3,3,38.78993479410808,50,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=3) vs MCTS(S=50,R=2,D=1)",O,-0.82,3,3,44,72.85033663113913,50,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=3) vs MCTS(S=50,R=2,D=2)",X,0.66,39,5,6,42.284144560496,50,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=3) vs MCTS(S=50,R=2,D=2)",O,-0.66,6,5,39,70.5923040707906,50,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=3) vs MCTS(S=50,R=2,D=3)",X,0.34,32,3,15,41.47709290186564,50,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=3) vs MCTS(S=50,R=2,D=3)",O,-0.34,15,3,32,63.66864879926046,50,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=3) vs MCTS(S=50,R=3,D=1)",X,0.64,39,4,7,38.645031611124665,50,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=3) vs MCTS(S=50,R=3,D=1)",O,-0.64,7,4,39,101.59604668617249,50,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=3) vs MCTS(S=50,R=3,D=2)",X,0.48,33,8,9,37.62382046381632,50,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=3) vs MCTS(S=50,R=3,D=2)",O,-0.48,9,8,33,87.00691183408102,50,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=3) vs MCTS(S=50,R=3,D=3)",X,0.48,35,4,11,37.32472785313925,50,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=1,D=3) vs MCTS(S=50,R=3,D=3)",O,-0.48,11,4,35,84.37734246253966,50,1,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=2,D=1) vs MCTS(S=50,R=2,D=1)",X,0.8,45,0,5,68.92651240030925,50,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=2,D=1) vs MCTS(S=50,R=2,D=1)",O,-0.8,5,0,45,75.30716180801392,50,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=2,D=1) vs MCTS(S=50,R=2,D=2)",X,0.42,34,3,13,70.40829626719156,50,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=2,D=1) vs MCTS(S=50,R=2,D=2)",O,-0.42,13,3,34,68.30098946889241,50,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=2,D=1) vs MCTS(S=50,R=2,D=3)",X,-0.08,23,0,27,63.93551031748454,50,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=2,D=1) vs MCTS(S=50,R=2,D=3)",O,0.08,27,0,23,53.63329490025839,50,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=2,D=1) vs MCTS(S=50,R=3,D=1)",X,0.68,42,0,8,60.55327216784159,50,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=2,D=1) vs MCTS(S=50,R=3,D=1)",O,-0.68,8,0,42,91.96805556615192,50,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=2,D=1) vs MCTS(S=50,R=3,D=2)",X,0.18,29,1,20,62.93020041783651,50,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=2,D=1) vs MCTS(S=50,R=3,D=2)",O,-0.18,20,1,29,82.06197222073872,50,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=2,D=1) vs MCTS(S=50,R=3,D=3)",X,-0.14,21,1,28,63.12579512596131,50,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=2,D=1) vs MCTS(S=50,R=3,D=3)",O,0.14,28,1,21,72.3502751191457,50,2,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=2,D=2) vs MCTS(S=50,R=2,D=2)",X,0.48,34,6,10,57.39632248878479,50,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=2,D=2) vs MCTS(S=50,R=2,D=2)",O,-0.48,10,6,34,58.78448446591696,50,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=2,D=2) vs MCTS(S=50,R=2,D=3)",X,-0.08,22,2,26,57.558769782384246,50,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=2,D=2) vs MCTS(S=50,R=2,D=3)",O,0.08,26,2,22,51.73553943634033,50,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=2,D=2) vs MCTS(S=50,R=3,D=1)",X,0.78,44,1,5,59.22386709849039,50,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=2,D=2) vs MCTS(S=50,R=3,D=1)",O,-0.78,5,1,44,92.97804395357768,50,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=2,D=2) vs MCTS(S=50,R=3,D=2)",X,0.46,34,5,11,59.16111572583516,50,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=2,D=2) vs MCTS(S=50,R=3,D=2)",O,-0.46,11,5,34,82.90731112162271,50,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=2,D=2) vs MCTS(S=50,R=3,D=3)",X,0.02,24,3,23,58.2734739780426,50,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=2,D=2) vs MCTS(S=50,R=3,D=3)",O,-0.02,23,3,24,74.66240525245667,50,2,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=2,D=3) vs MCTS(S=50,R=2,D=3)",X,0.36,33,2,15,54.70879769325256,50,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=2,D=3) vs MCTS(S=50,R=2,D=3)",O,-0.36,15,2,33,54.27772720654806,50,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=2,D=3) vs MCTS(S=50,R=3,D=1)",X,0.92,48,0,2,56.4671859741211,50,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=2,D=3) vs MCTS(S=50,R=3,D=1)",O,-0.92,2,0,48,92.268937031428,50,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=2,D=3) vs MCTS(S=50,R=3,D=2)",X,0.44,33,6,11,54.07766723632812,50,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=2,D=3) vs MCTS(S=50,R=3,D=2)",O,-0.44,11,6,33,81.94778124491373,50,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=2,D=3) vs MCTS(S=50,R=3,D=3)",X,0.56,37,4,9,53.31419825553894,50,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=2,D=3) vs MCTS(S=50,R=3,D=3)",O,-0.56,9,4,37,75.09159207344055,50,2,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=3,D=1) vs MCTS(S=50,R=3,D=1)",X,0.64,41,0,9,87.0447301864624,50,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=3,D=1) vs MCTS(S=50,R=3,D=1)",O,-0.64,9,0,41,94.4194451967875,50,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=3,D=1) vs MCTS(S=50,R=3,D=2)",X,0.3,31,3,16,84.79343422253926,50,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=3,D=1) vs MCTS(S=50,R=3,D=2)",O,-0.3,16,3,31,82.06164081891376,50,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=3,D=1) vs MCTS(S=50,R=3,D=3)",X,-0.26,18,1,31,86.0696912606557,50,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=3,D=1) vs MCTS(S=50,R=3,D=3)",O,0.26,31,1,18,72.80049244562785,50,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=3,D=2) vs MCTS(S=50,R=3,D=2)",X,0.52,37,2,11,82.6329237620036,50,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=3,D=2) vs MCTS(S=50,R=3,D=2)",O,-0.52,11,2,37,83.78010034561157,50,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=3,D=2) vs MCTS(S=50,R=3,D=3)",X,-0.04,23,2,25,81.37521950403848,50,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=3,D=2) vs MCTS(S=50,R=3,D=3)",O,0.04,25,2,23,72.02143629391988,50,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=3,D=3) vs MCTS(S=50,R=3,D=3)",X,0.3,29,7,14,84.49687782923381,50,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=50,R=3,D=3) vs MCTS(S=50,R=3,D=3)",O,-0.3,14,7,29,87.16591517130533,50,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
