Configuration,Agent Role,Average Reward,Total Wins,Total Draws,Total Losses,Average Time (ms),S,R,D_mcts,D_minimax,agent_1_type,agent_2_type,matchup,Total Games
"MCTS(S=10,R=3,D=1) vs MCTS(S=10,R=3,D=3)",X,-0.08,20,6,24,23.09565997123718,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=10,R=3,D=3)",O,0.08,24,6,20,20.13190031051636,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=1,D=1)",X,0.52,38,0,12,22.6811105410258,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=1,D=1)",O,-0.52,12,0,38,28.918670813242592,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=1,D=2)",X,0.08,24,6,20,23.80915943781535,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=1,D=2)",O,-0.08,20,6,24,28.94173542658488,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=1,D=3)",X,-0.2,19,2,29,23.95312404632569,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=1,D=3)",O,0.2,29,2,19,26.122584342956547,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=2,D=1)",X,0.84,46,0,4,20.83173131942749,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=2,D=1)",O,-0.84,4,0,46,45.507450501124055,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=2,D=2)",X,0.04,24,4,22,20.54421559969584,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=2,D=2)",O,-0.04,22,4,24,39.53734596570333,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=2,D=3)",X,-0.2,19,2,29,21.1372553507487,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=2,D=3)",O,0.2,29,2,19,38.52495908737183,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=3,D=1)",X,0.46,36,1,13,22.456873575846355,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=3,D=1)",O,-0.46,13,1,36,65.87648550669351,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=3,D=2)",X,0.22,29,3,18,22.83388710021973,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=3,D=2)",O,-0.22,18,3,29,60.66359202067058,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=3,D=3)",X,-0.34,16,1,33,21.956150770187374,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=3,D=3)",O,0.34,33,1,16,52.466907898585,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=1,D=1)",X,0.42,35,1,14,23.810706853866577,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=1,D=1)",O,-0.42,14,1,35,51.4941930770874,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=1,D=2)",X,0.26,31,1,18,21.71272786458333,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=1,D=2)",O,-0.26,18,1,31,42.047024965286255,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=1,D=3)",X,-0.02,23,3,24,22.463530063629157,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=1,D=3)",O,0.02,24,3,23,38.44119588534038,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=2,D=1)",X,0.48,37,0,13,22.908780097961422,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=2,D=1)",O,-0.48,13,0,37,79.82388536135356,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=2,D=2)",X,-0.02,22,5,23,22.99840728441874,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=2,D=2)",O,0.02,23,5,22,72.14762290318806,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=2,D=3)",X,-0.14,21,1,28,22.69133496284485,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=2,D=3)",O,0.14,28,1,21,65.52810470263162,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=3,D=1)",X,0.42,35,1,14,23.0648205280304,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=3,D=1)",O,-0.42,14,1,35,109.89680171012878,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=3,D=2)",X,-0.2,19,2,29,23.426474173863724,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=3,D=2)",O,0.2,29,2,19,98.12267700831096,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=3,D=3)",X,-0.08,23,0,27,23.97342157363892,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=3,D=3)",O,0.08,27,0,23,90.62036712964375,10,3,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=10,R=3,D=2)",X,0.36,33,2,15,22.24644533793132,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=10,R=3,D=2)",O,-0.36,15,2,33,22.78964797655742,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=10,R=3,D=3)",X,0.1,26,3,21,21.32856297492981,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=10,R=3,D=3)",O,-0.1,21,3,26,19.71337119738261,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=1,D=1)",X,0.6,40,0,10,22.466875712076824,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=1,D=1)",O,-0.6,10,0,40,29.819336334864296,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=1,D=2)",X,0.26,29,5,16,21.687696139017746,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=1,D=2)",O,-0.26,16,5,29,28.353114525477093,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=1,D=3)",X,0.1,27,1,22,21.651361783345543,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=1,D=3)",O,-0.1,22,1,27,25.848806301752724,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=2,D=1)",X,0.96,49,0,1,22.862331151962284,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=2,D=1)",O,-0.96,1,0,49,50.74249744415283,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=2,D=2)",X,0.26,28,7,15,20.8401415348053,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=2,D=2)",O,-0.26,15,7,28,43.15006931622823,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=2,D=3)",X,-0.16,19,4,27,21.20639514923096,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=2,D=3)",O,0.16,27,4,19,39.438093900680535,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=3,D=1)",X,0.74,43,1,6,21.467376629511516,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=3,D=1)",O,-0.74,6,1,43,67.76648163795471,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=3,D=2)",X,0.08,24,6,20,23.38848972320557,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=3,D=2)",O,-0.08,20,6,24,61.78834438323975,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=3,D=3)",X,-0.1,20,5,25,21.71590272585551,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=30,R=3,D=3)",O,0.1,25,5,20,55.84816058476767,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=1,D=1)",X,0.8,45,0,5,22.62232573827108,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=1,D=1)",O,-0.8,5,0,45,54.45433457692464,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=1,D=2)",X,0.4,33,4,13,21.831519285837807,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=1,D=2)",O,-0.4,13,4,33,44.78114326794943,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=1,D=3)",X,0.22,29,3,18,22.1001303990682,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=1,D=3)",O,-0.22,18,3,29,42.85227497418722,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=2,D=1)",X,0.62,40,1,9,22.356841882069904,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=2,D=1)",O,-0.62,9,1,40,78.44441294670105,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=2,D=2)",X,0.4,34,2,14,22.75495441754659,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=2,D=2)",O,-0.4,14,2,34,77.66418099403383,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=2,D=3)",X,0.1,27,1,22,22.026623725891117,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=2,D=3)",O,-0.1,22,1,27,68.605610926946,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=3,D=1)",X,0.62,40,1,9,21.72920552889506,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=3,D=1)",O,-0.62,9,1,40,110.99152803421018,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=3,D=2)",X,0.32,32,2,16,21.62806216875712,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=3,D=2)",O,-0.32,16,2,32,99.2756243546804,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=3,D=3)",X,0.1,27,1,22,21.621589819590245,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=2) vs MCTS(S=50,R=3,D=3)",O,-0.1,22,1,27,93.1374454498291,10,3,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=10,R=3,D=3)",X,0.6,39,2,9,20.14547801017761,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=10,R=3,D=3)",O,-0.6,9,2,39,20.533260504404705,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=1,D=1)",X,0.74,43,1,6,21.47985092798869,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=1,D=1)",O,-0.74,6,1,43,30.12649695078532,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=1,D=2)",X,0.42,33,5,12,19.64871430397034,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=1,D=2)",O,-0.42,12,5,33,26.434304316838578,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=1,D=3)",X,0.16,26,6,18,19.96986214319865,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=1,D=3)",O,-0.16,18,6,26,25.36641677220662,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=2,D=1)",X,0.9,47,1,2,21.80244890848796,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=2,D=1)",O,-0.9,2,1,47,50.29701193173727,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=2,D=2)",X,0.58,38,3,9,21.01993759473165,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=2,D=2)",O,-0.58,9,3,38,45.77005823453268,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=2,D=3)",X,0.06,23,7,20,19.63511721293132,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=2,D=3)",O,-0.06,20,7,23,39.09439086914063,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=3,D=1)",X,0.74,42,3,5,20.21043809254964,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=3,D=1)",O,-0.74,5,3,42,67.56367206573486,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=3,D=2)",X,0.48,33,8,9,19.441134611765545,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=3,D=2)",O,-0.48,9,8,33,57.0517373085022,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=3,D=3)",X,0.4,34,2,14,19.249754190444943,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=30,R=3,D=3)",O,-0.4,14,2,34,53.714564641316734,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=1,D=1)",X,0.82,45,1,4,20.482967535654705,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=1,D=1)",O,-0.82,4,1,45,48.82745703061422,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=1,D=2)",X,0.5,36,3,11,19.86989911397298,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=1,D=2)",O,-0.5,11,3,36,42.981578509012856,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=1,D=3)",X,0.06,26,1,23,20.079254627227783,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=1,D=3)",O,-0.06,23,1,26,40.35142501195271,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=2,D=1)",X,0.66,41,1,8,20.44224890073141,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=2,D=1)",O,-0.66,8,1,41,80.5890127023061,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=2,D=2)",X,0.58,36,7,7,19.87663722038269,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=2,D=2)",O,-0.58,7,7,36,72.51723448435466,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=2,D=3)",X,0.3,29,7,14,20.06669505437215,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=2,D=3)",O,-0.3,14,7,29,64.89991784095764,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=3,D=1)",X,0.74,43,1,6,20.493343909581498,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=3,D=1)",O,-0.74,6,1,43,107.51422683397932,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=3,D=2)",X,0.54,35,7,8,19.84039386113485,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=3,D=2)",O,-0.54,8,7,35,96.4684013525645,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=3,D=3)",X,0.2,29,2,19,19.639806191126507,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=10,R=3,D=3) vs MCTS(S=50,R=3,D=3)",O,-0.2,19,2,29,84.26943143208821,10,3,3,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=1,D=1)",X,0.52,38,0,12,27.2242656548818,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=1,D=1)",O,-0.52,12,0,38,27.06370711326599,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=1,D=2)",X,0.02,24,3,23,28.06793276468913,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=1,D=2)",O,-0.02,23,3,24,25.700353384017944,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=1,D=3)",X,0.1,27,1,22,27.73320206006368,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=1,D=3)",O,-0.1,22,1,27,24.159502188364662,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=2,D=1)",X,0.72,43,0,7,27.122786124547325,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=2,D=1)",O,-0.72,7,0,43,47.80982216199239,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=2,D=2)",X,0.0,25,0,25,30.42613347371419,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=2,D=2)",O,0.0,25,0,25,44.728796879450485,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=2,D=3)",X,-0.22,19,1,30,29.612038135528564,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=2,D=3)",O,0.22,30,1,19,41.024116675059,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=3,D=1)",X,0.64,41,0,9,29.33010466893514,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=3,D=1)",O,-0.64,9,0,41,66.43584052721658,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=3,D=2)",X,-0.08,21,4,25,30.338047266006463,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=3,D=2)",O,0.08,25,4,21,59.02523676554362,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=3,D=3)",X,-0.34,16,1,33,27.893682400385543,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=30,R=3,D=3)",O,0.34,33,1,16,52.06534425417582,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=1,D=1)",X,0.68,42,0,8,29.692307710647583,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=1,D=1)",O,-0.68,8,0,42,51.09098116556804,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=1,D=2)",X,0.24,30,2,18,28.912410974502567,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=1,D=2)",O,-0.24,18,2,30,45.068984826405845,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=1,D=3)",X,-0.12,21,2,27,29.679883718490604,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=1,D=3)",O,0.12,27,2,21,39.264456828435264,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=2,D=1)",X,0.48,37,0,13,26.27605716387431,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=2,D=1)",O,-0.48,13,0,37,72.68338123957315,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=2,D=2)",X,-0.1,22,1,27,28.30811595916748,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=2,D=2)",O,0.1,27,1,22,67.15741475423177,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=2,D=3)",X,-0.1,22,1,27,28.651970704396565,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=2,D=3)",O,0.1,27,1,22,63.91284505526224,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=3,D=1)",X,0.34,33,1,16,27.656578620274864,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=3,D=1)",O,-0.34,16,1,33,105.5167063077291,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=3,D=2)",X,0.1,27,1,22,29.634583950042725,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=3,D=2)",O,-0.1,22,1,27,97.89878845214844,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=3,D=3)",X,-0.08,22,2,26,29.06923397382101,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=1) vs MCTS(S=50,R=3,D=3)",O,0.08,26,2,22,88.91339778900146,30,1,1,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=1,D=2)",X,0.34,33,1,16,26.102612892786663,30,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=1,D=2)",O,-0.34,16,1,33,25.967283248901367,30,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
"MCTS(S=30,R=1,D=2) vs MCTS(S=30,R=1,D=3)",X,0.22,29,3,18,25.736296335856125,30,1,2,0,MCTS,MCTS,MCTS vs MCTS,50
