Configuration,Agent Role,Average Reward,Total Wins,Total Draws,Total Losses,Average Time (ms)
"MCTS(S=30,R=2,D=3) vs MCTS(S=30,R=3,D=1)",X,0.26,28,7,15,43.289286295572914
"MCTS(S=30,R=2,D=3) vs MCTS(S=30,R=3,D=1)",O,-0.26,15,7,28,57.64104882876077
"MCTS(S=30,R=2,D=3) vs MCTS(S=30,R=3,D=2)",X,0.2,27,6,17,38.13734563191731
"MCTS(S=30,R=2,D=3) vs MCTS(S=30,R=3,D=2)",O,-0.2,17,6,27,51.545643409093216
"MCTS(S=30,R=2,D=3) vs MCTS(S=30,R=3,D=3)",X,0.28,29,6,15,37.984738190968834
"MCTS(S=30,R=2,D=3) vs MCTS(S=30,R=3,D=3)",O,-0.28,15,6,29,51.3530949751536
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=1,D=1)",X,0.4,31,8,11,40.288176377614334
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=1,D=1)",O,-0.4,11,8,31,41.065589984258025
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=1,D=2)",X,0.52,36,4,10,41.200456857681274
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=1,D=2)",O,-0.52,10,4,36,42.33195026715597
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=1,D=3)",X,0.64,38,6,6,43.09632794062296
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=1,D=3)",O,-0.64,6,6,38,44.82415119806925
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=2,D=1)",X,-0.08,20,6,24,39.70317324002583
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=2,D=1)",O,0.08,24,6,20,61.75119956334432
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=2,D=2)",X,0.48,34,6,10,37.722665309906006
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=2,D=2)",O,-0.48,10,6,34,62.046200831731156
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=2,D=3)",X,0.5,37,1,12,37.60394914944967
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=2,D=3)",O,-0.5,12,1,37,57.95348683993021
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=3,D=1)",X,0.3,28,9,13,34.48244961102803
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=3,D=1)",O,-0.3,13,9,28,79.01283144950867
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=3,D=2)",X,0.26,27,9,14,32.813892126083374
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=3,D=2)",O,-0.26,14,9,27,73.17673087120056
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=3,D=3)",X,0.16,26,6,18,34.96740849812825
"MCTS(S=30,R=2,D=3) vs MCTS(S=50,R=3,D=3)",O,-0.16,18,6,26,75.43546676635741
"MCTS(S=30,R=3,D=1) vs MCTS(S=30,R=3,D=1)",X,0.62,38,5,7,48.310353199640915
"MCTS(S=30,R=3,D=1) vs MCTS(S=30,R=3,D=1)",O,-0.62,7,5,38,47.39356438318889
"MCTS(S=30,R=3,D=1) vs MCTS(S=30,R=3,D=2)",X,0.34,30,7,13,47.95389978090922
"MCTS(S=30,R=3,D=1) vs MCTS(S=30,R=3,D=2)",O,-0.34,13,7,30,46.441582838694245
"MCTS(S=30,R=3,D=1) vs MCTS(S=30,R=3,D=3)",X,0.64,39,4,7,48.32724356651306
"MCTS(S=30,R=3,D=1) vs MCTS(S=30,R=3,D=3)",O,-0.64,7,4,39,45.79025069872539
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=1,D=1)",X,0.54,37,3,10,48.49249529838563
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=1,D=1)",O,-0.54,10,3,37,36.63071195284526
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=1,D=2)",X,0.7,41,3,6,45.56305201848347
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=1,D=2)",O,-0.7,6,3,41,33.61106634140015
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=1,D=3)",X,0.82,44,3,3,46.92383488019307
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=1,D=3)",O,-0.82,3,3,44,34.698018630345665
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=2,D=1)",X,0.5,33,9,8,51.22213403383891
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=2,D=1)",O,-0.5,8,9,33,61.2380580107371
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=2,D=2)",X,0.5,35,5,10,49.54794414838155
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=2,D=2)",O,-0.5,10,5,35,61.294375260670975
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=2,D=3)",X,0.68,38,8,4,49.287475506464645
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=2,D=3)",O,-0.68,4,8,38,56.07857704162598
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=3,D=1)",X,0.48,33,8,9,46.33413887023925
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=3,D=1)",O,-0.48,9,8,33,73.31035852432252
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=3,D=2)",X,0.62,39,3,8,50.30096030235291
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=3,D=2)",O,-0.62,8,3,39,79.39423322677612
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=3,D=3)",X,0.54,37,3,10,49.35893464088439
"MCTS(S=30,R=3,D=1) vs MCTS(S=50,R=3,D=3)",O,-0.54,10,3,37,78.7870148817698
"MCTS(S=30,R=3,D=2) vs MCTS(S=30,R=3,D=2)",X,0.18,26,7,17,50.30106941858928
"MCTS(S=30,R=3,D=2) vs MCTS(S=30,R=3,D=2)",O,-0.18,17,7,26,51.56551957130432
"MCTS(S=30,R=3,D=2) vs MCTS(S=30,R=3,D=3)",X,0.18,27,5,18,53.30291199684143
"MCTS(S=30,R=3,D=2) vs MCTS(S=30,R=3,D=3)",O,-0.18,18,5,27,51.02314551671347
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=1,D=1)",X,0.12,26,4,20,53.79807639122009
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=1,D=1)",O,-0.12,20,4,26,38.66687536239624
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=1,D=2)",X,0.82,44,3,3,46.82026505470276
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=1,D=2)",O,-0.82,3,3,44,35.540365378061935
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=1,D=3)",X,0.7,41,3,6,53.845822334289544
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=1,D=3)",O,-0.7,6,3,41,39.36110178629558
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=2,D=1)",X,0.22,28,5,17,53.763715187708534
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=2,D=1)",O,-0.22,17,5,28,61.28246744473776
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=2,D=2)",X,0.38,32,5,13,51.67408474286397
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=2,D=2)",O,-0.38,13,5,32,60.48187216122945
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=2,D=3)",X,0.48,33,8,9,51.578732808430985
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=2,D=3)",O,-0.48,9,8,33,58.165111144383744
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=3,D=1)",X,0.16,26,6,18,49.56736993789672
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=3,D=1)",O,-0.16,18,6,26,80.37740548451742
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=3,D=2)",X,0.26,28,7,15,53.33495465914408
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=3,D=2)",O,-0.26,15,7,28,84.82980648676553
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=3,D=3)",X,0.28,28,8,14,50.456777095794685
"MCTS(S=30,R=3,D=2) vs MCTS(S=50,R=3,D=3)",O,-0.28,14,8,28,76.64365450541177
"MCTS(S=30,R=3,D=3) vs MCTS(S=30,R=3,D=3)",X,0.5,35,5,10,51.928170680999756
"MCTS(S=30,R=3,D=3) vs MCTS(S=30,R=3,D=3)",O,-0.5,10,5,35,52.46087829271952
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=1,D=1)",X,0.42,31,9,10,50.379134337107345
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=1,D=1)",O,-0.42,10,9,31,39.40617918968201
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=1,D=2)",X,0.76,42,4,4,48.60389105478923
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=1,D=2)",O,-0.76,4,4,42,36.810760498046875
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=1,D=3)",X,0.76,42,4,4,45.82895096143087
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=1,D=3)",O,-0.76,4,4,42,35.99459489186605
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=2,D=1)",X,0.3,28,9,13,51.12146655718486
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=2,D=1)",O,-0.3,13,9,28,60.30950427055359
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=2,D=2)",X,0.58,38,3,9,54.030113855997705
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=2,D=2)",O,-0.58,9,3,38,66.09556555747986
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=2,D=3)",X,0.36,30,8,12,52.17986647288004
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=2,D=3)",O,-0.36,12,8,30,58.631865978240974
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=3,D=1)",X,0.24,25,12,13,46.903018395105995
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=3,D=1)",O,-0.24,13,12,25,77.85340468088788
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=3,D=2)",X,0.5,36,3,11,47.37489342689514
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=3,D=2)",O,-0.5,11,3,36,76.1424994468689
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=3,D=3)",X,0.26,29,5,16,48.93578402201335
"MCTS(S=30,R=3,D=3) vs MCTS(S=50,R=3,D=3)",O,-0.26,16,5,29,75.91591556866965
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=1,D=1)",X,0.44,35,2,13,35.980670531590775
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=1,D=1)",O,-0.44,13,2,35,36.920325756073
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=1,D=2)",X,0.7,41,3,6,35.411556243896484
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=1,D=2)",O,-0.7,6,3,41,36.334580183029175
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=1,D=3)",X,0.76,43,2,5,35.26265835762023
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=1,D=3)",O,-0.76,5,2,43,34.518796602884926
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=2,D=1)",X,0.1,24,7,19,35.930327335993454
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=2,D=1)",O,-0.1,19,7,24,55.52471319834391
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=2,D=2)",X,0.46,35,3,12,36.748361905415855
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=2,D=2)",O,-0.46,12,3,35,57.46236840883891
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=2,D=3)",X,0.3,32,1,17,35.108640352884926
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=2,D=3)",O,-0.3,17,1,32,52.80829946200053
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=3,D=1)",X,0.18,27,5,18,38.797090927759804
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=3,D=1)",O,-0.18,18,5,27,76.23868624369304
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=3,D=2)",X,0.24,29,4,17,36.73920822143555
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=3,D=2)",O,-0.24,17,4,29,74.0327270825704
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=3,D=3)",X,0.2,26,8,16,36.89971860249837
"MCTS(S=50,R=1,D=1) vs MCTS(S=50,R=3,D=3)",O,-0.2,16,8,26,72.49902804692587
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=1,D=2)",X,0.26,26,11,13,36.512191375096634
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=1,D=2)",O,-0.26,13,11,26,36.320756673812866
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=1,D=3)",X,0.36,30,8,12,37.85151028633118
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=1,D=3)",O,-0.36,12,8,30,36.05315367380778
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=2,D=1)",X,-0.2,16,8,26,38.528227090835564
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=2,D=1)",O,0.2,26,8,16,58.558665116628006
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=2,D=2)",X,0.02,22,7,21,37.80150500933329
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=2,D=2)",O,-0.02,21,7,22,59.46294943491618
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=2,D=3)",X,-0.02,22,5,23,39.638826529184975
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=2,D=3)",O,0.02,23,5,22,59.89096283912659
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=3,D=1)",X,-0.46,9,9,32,36.79832800229391
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=3,D=1)",O,0.46,32,9,9,79.72421288490295
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=3,D=2)",X,0.0,23,4,23,34.99960708618164
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=3,D=2)",O,0.0,23,4,23,72.51175006230673
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=3,D=3)",X,-0.22,15,9,26,34.44939247767131
"MCTS(S=50,R=1,D=2) vs MCTS(S=50,R=3,D=3)",O,0.22,26,9,15,69.57887252171835
"MCTS(S=50,R=1,D=3) vs MCTS(S=50,R=1,D=3)",X,0.32,31,4,15,33.499933878580734
"MCTS(S=50,R=1,D=3) vs MCTS(S=50,R=1,D=3)",O,-0.32,15,4,31,32.92469302813212
"MCTS(S=50,R=1,D=3) vs MCTS(S=50,R=2,D=1)",X,0.1,24,7,19,34.39455056190491
"MCTS(S=50,R=1,D=3) vs MCTS(S=50,R=2,D=1)",O,-0.1,19,7,24,53.789943059285484
"MCTS(S=50,R=1,D=3) vs MCTS(S=50,R=2,D=2)",X,0.14,24,9,17,36.5709315141042
"MCTS(S=50,R=1,D=3) vs MCTS(S=50,R=2,D=2)",O,-0.14,17,9,24,52.79003779093425
"MCTS(S=50,R=1,D=3) vs MCTS(S=50,R=2,D=3)",X,0.3,27,11,12,37.98620732625326
"MCTS(S=50,R=1,D=3) vs MCTS(S=50,R=2,D=3)",O,-0.3,12,11,27,57.76381095250447
"MCTS(S=50,R=1,D=3) vs MCTS(S=50,R=3,D=1)",X,-0.08,18,10,22,37.87151002883911
"MCTS(S=50,R=1,D=3) vs MCTS(S=50,R=3,D=1)",O,0.08,22,10,18,77.30278452237448
"MCTS(S=50,R=1,D=3) vs MCTS(S=50,R=3,D=2)",X,-0.16,19,4,27,34.89153560002645
"MCTS(S=50,R=1,D=3) vs MCTS(S=50,R=3,D=2)",O,0.16,27,4,19,72.63450026512146
"MCTS(S=50,R=1,D=3) vs MCTS(S=50,R=3,D=3)",X,-0.06,20,7,23,36.792164723078415
"MCTS(S=50,R=1,D=3) vs MCTS(S=50,R=3,D=3)",O,0.06,23,7,20,77.52721786499023
"MCTS(S=50,R=2,D=1) vs MCTS(S=50,R=2,D=1)",X,0.36,31,6,13,75.0152534643809
"MCTS(S=50,R=2,D=1) vs MCTS(S=50,R=2,D=1)",O,-0.36,13,6,31,72.05952048301697
"MCTS(S=50,R=2,D=1) vs MCTS(S=50,R=2,D=2)",X,0.52,37,2,11,72.7927090326945
"MCTS(S=50,R=2,D=1) vs MCTS(S=50,R=2,D=2)",O,-0.52,11,2,37,71.52584115664165
"MCTS(S=50,R=2,D=1) vs MCTS(S=50,R=2,D=3)",X,0.46,35,3,12,70.27046092351277
"MCTS(S=50,R=2,D=1) vs MCTS(S=50,R=2,D=3)",O,-0.46,12,3,35,69.22459324200948
"MCTS(S=50,R=2,D=1) vs MCTS(S=50,R=3,D=1)",X,0.24,29,4,17,63.802968104680374
"MCTS(S=50,R=2,D=1) vs MCTS(S=50,R=3,D=1)",O,-0.24,17,4,29,86.89518650372824
"MCTS(S=50,R=2,D=1) vs MCTS(S=50,R=3,D=2)",X,0.5,36,3,11,62.92323660850524
"MCTS(S=50,R=2,D=1) vs MCTS(S=50,R=3,D=2)",O,-0.5,11,3,36,87.70292520523071
"MCTS(S=50,R=2,D=1) vs MCTS(S=50,R=3,D=3)",X,0.32,32,2,16,66.50234802563985
"MCTS(S=50,R=2,D=1) vs MCTS(S=50,R=3,D=3)",O,-0.32,16,2,32,84.75034236907959
"MCTS(S=50,R=2,D=2) vs MCTS(S=50,R=2,D=2)",X,0.32,32,2,16,75.78700240453084
"MCTS(S=50,R=2,D=2) vs MCTS(S=50,R=2,D=2)",O,-0.32,16,2,32,72.11504141489664
"MCTS(S=50,R=2,D=2) vs MCTS(S=50,R=2,D=3)",X,0.44,33,6,11,73.09589314460754
"MCTS(S=50,R=2,D=2) vs MCTS(S=50,R=2,D=3)",O,-0.44,11,6,33,69.8439900080363
"MCTS(S=50,R=2,D=2) vs MCTS(S=50,R=3,D=1)",X,-0.26,13,11,26,60.369090398152665
"MCTS(S=50,R=2,D=2) vs MCTS(S=50,R=3,D=1)",O,0.26,26,11,13,78.24253439903259
"MCTS(S=50,R=2,D=2) vs MCTS(S=50,R=3,D=2)",X,0.44,33,6,11,61.02530074119567
"MCTS(S=50,R=2,D=2) vs MCTS(S=50,R=3,D=2)",O,-0.44,11,6,33,81.59287611643475
"MCTS(S=50,R=2,D=2) vs MCTS(S=50,R=3,D=3)",X,0.4,32,6,12,60.22145414352417
"MCTS(S=50,R=2,D=2) vs MCTS(S=50,R=3,D=3)",O,-0.4,12,6,32,81.64593736330669
"MCTS(S=50,R=2,D=3) vs MCTS(S=50,R=2,D=3)",X,0.5,35,5,10,61.02473918596904
"MCTS(S=50,R=2,D=3) vs MCTS(S=50,R=2,D=3)",O,-0.5,10,5,35,58.577058712641396
"MCTS(S=50,R=2,D=3) vs MCTS(S=50,R=3,D=1)",X,0.3,28,9,13,60.54515933990479
"MCTS(S=50,R=2,D=3) vs MCTS(S=50,R=3,D=1)",O,-0.3,13,9,28,82.52248247464499
"MCTS(S=50,R=2,D=3) vs MCTS(S=50,R=3,D=2)",X,0.26,31,1,18,63.95597696304323
"MCTS(S=50,R=2,D=3) vs MCTS(S=50,R=3,D=2)",O,-0.26,18,1,31,85.28420845667523
"MCTS(S=50,R=2,D=3) vs MCTS(S=50,R=3,D=3)",X,0.4,34,2,14,67.45628237724304
"MCTS(S=50,R=2,D=3) vs MCTS(S=50,R=3,D=3)",O,-0.4,14,2,34,90.44422149658205
"MCTS(S=50,R=3,D=1) vs MCTS(S=50,R=3,D=1)",X,0.4,34,2,14,93.71922802925108
"MCTS(S=50,R=3,D=1) vs MCTS(S=50,R=3,D=1)",O,-0.4,14,2,34,95.03072500228882
"MCTS(S=50,R=3,D=1) vs MCTS(S=50,R=3,D=2)",X,0.62,39,3,8,92.59574937820433
"MCTS(S=50,R=3,D=1) vs MCTS(S=50,R=3,D=2)",O,-0.62,8,3,39,92.74937550226848
"MCTS(S=50,R=3,D=1) vs MCTS(S=50,R=3,D=3)",X,0.48,35,4,11,94.81597479184467
"MCTS(S=50,R=3,D=1) vs MCTS(S=50,R=3,D=3)",O,-0.48,11,4,35,91.09433690706888
"MCTS(S=50,R=3,D=2) vs MCTS(S=50,R=3,D=2)",X,0.54,36,5,9,91.71938435236613
"MCTS(S=50,R=3,D=2) vs MCTS(S=50,R=3,D=2)",O,-0.54,9,5,36,90.84242701530457
"MCTS(S=50,R=3,D=2) vs MCTS(S=50,R=3,D=3)",X,0.48,33,8,9,94.54486362139383
"MCTS(S=50,R=3,D=2) vs MCTS(S=50,R=3,D=3)",O,-0.48,9,8,33,90.90070168177287
"MCTS(S=50,R=3,D=3) vs MCTS(S=50,R=3,D=3)",X,0.32,30,6,14,84.32301918665567
"MCTS(S=50,R=3,D=3) vs MCTS(S=50,R=3,D=3)",O,-0.32,14,6,30,81.98594093322754
