Configuration,Agent Role,Average Reward,Total Wins,Total Draws,Total Losses,Average Time (ms)
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=3,D=1)",X,-0.62,5,9,36,7.826085011164348
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=3,D=1)",O,0.62,36,9,5,72.75675098101298
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=3,D=2)",X,-0.26,16,5,29,7.595856587092082
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=3,D=2)",O,0.26,29,5,16,70.10968963305154
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=3,D=3)",X,-0.36,13,6,31,7.395299752553304
"MCTS(S=10,R=1,D=2) vs MCTS(S=50,R=3,D=3)",O,0.36,31,6,13,69.15789604187012
"MCTS(S=10,R=1,D=3) vs MCTS(S=10,R=1,D=3)",X,0.36,32,4,14,7.964386224746704
"MCTS(S=10,R=1,D=3) vs MCTS(S=10,R=1,D=3)",O,-0.36,14,4,32,7.868777116139729
"MCTS(S=10,R=1,D=3) vs MCTS(S=10,R=2,D=1)",X,0.14,26,5,19,8.105175177256266
"MCTS(S=10,R=1,D=3) vs MCTS(S=10,R=2,D=1)",O,-0.14,19,5,26,12.427070538202921
"MCTS(S=10,R=1,D=3) vs MCTS(S=10,R=2,D=2)",X,0.16,28,2,20,7.8209554354349775
"MCTS(S=10,R=1,D=3) vs MCTS(S=10,R=2,D=2)",O,-0.16,20,2,28,12.081388632456461
"MCTS(S=10,R=1,D=3) vs MCTS(S=10,R=2,D=3)",X,0.26,30,3,17,7.111056327819824
"MCTS(S=10,R=1,D=3) vs MCTS(S=10,R=2,D=3)",O,-0.26,17,3,30,12.030606269836426
"MCTS(S=10,R=1,D=3) vs MCTS(S=10,R=3,D=1)",X,0.08,25,4,21,7.496738513310751
"MCTS(S=10,R=1,D=3) vs MCTS(S=10,R=3,D=1)",O,-0.08,21,4,25,15.38877606391907
"MCTS(S=10,R=1,D=3) vs MCTS(S=10,R=3,D=2)",X,-0.06,20,7,23,8.146511554718018
"MCTS(S=10,R=1,D=3) vs MCTS(S=10,R=3,D=2)",O,0.06,23,7,20,16.804418166478474
"MCTS(S=10,R=1,D=3) vs MCTS(S=10,R=3,D=3)",X,0.34,32,3,15,8.30692728360494
"MCTS(S=10,R=1,D=3) vs MCTS(S=10,R=3,D=3)",O,-0.34,15,3,32,16.79413080215454
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=1,D=1)",X,0.16,28,2,20,8.22082805633545
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=1,D=1)",O,-0.16,20,2,28,22.399027744928997
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=1,D=2)",X,0.44,34,4,12,7.924199501673382
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=1,D=2)",O,-0.44,12,4,34,21.338092486063637
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=1,D=3)",X,0.32,32,2,16,7.64171012242635
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=1,D=3)",O,-0.32,16,2,32,20.955007076263428
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=2,D=1)",X,-0.42,13,3,34,7.703225453694661
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=2,D=1)",O,0.42,34,3,13,33.168320655822754
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=2,D=2)",X,-0.08,21,4,25,7.764798243840536
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=2,D=2)",O,0.08,25,4,21,33.30293854077657
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=2,D=3)",X,0.26,29,5,16,7.67083756128947
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=2,D=3)",O,-0.26,16,5,29,32.505701780319214
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=3,D=1)",X,-0.34,15,3,32,7.478495995203653
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=3,D=1)",O,0.34,32,3,15,44.79047139485678
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=3,D=2)",X,-0.16,20,2,28,7.419073740641276
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=3,D=2)",O,0.16,28,2,20,43.37040066719055
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=3,D=3)",X,-0.18,19,3,28,7.241913795471192
"MCTS(S=10,R=1,D=3) vs MCTS(S=30,R=3,D=3)",O,0.18,28,3,19,41.64647380510966
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=1,D=1)",X,-0.1,18,9,23,7.997163613637288
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=1,D=1)",O,0.1,23,9,18,34.22579765319824
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=1,D=2)",X,0.3,31,3,16,7.74656319618225
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=1,D=2)",O,-0.3,16,3,31,33.97979815800985
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=1,D=3)",X,0.32,30,6,14,7.9406801859537754
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=1,D=3)",O,-0.32,14,6,30,32.31084624926249
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=2,D=1)",X,-0.4,12,6,32,8.728365818659466
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=2,D=1)",O,0.4,32,6,12,59.58931565284728
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=2,D=2)",X,-0.02,23,3,24,7.610702355702718
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=2,D=2)",O,0.02,24,3,23,52.97959605852763
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=2,D=3)",X,-0.28,16,4,30,7.184744119644165
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=2,D=3)",O,0.28,30,4,16,47.36768802007039
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=3,D=1)",X,-0.4,13,4,33,7.141717592875165
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=3,D=1)",O,0.4,33,4,13,68.8367251555125
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=3,D=2)",X,0.08,27,0,23,8.931880950927736
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=3,D=2)",O,-0.08,23,0,27,86.17614030838013
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=3,D=3)",X,-0.18,20,1,29,9.329036315282186
"MCTS(S=10,R=1,D=3) vs MCTS(S=50,R=3,D=3)",O,0.18,29,1,20,87.03081329663596
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=2,D=1)",X,0.62,38,5,7,11.21079166730245
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=2,D=1)",O,-0.62,7,5,38,11.422706047693888
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=2,D=2)",X,0.82,44,3,3,13.710417270660399
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=2,D=2)",O,-0.82,3,3,44,14.041054248809814
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=2,D=3)",X,0.7,41,3,6,12.300454139709473
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=2,D=3)",O,-0.7,6,3,41,12.687555154164635
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=3,D=1)",X,0.46,33,7,10,12.283596197764076
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=3,D=1)",O,-0.46,10,7,33,16.189732551574707
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=3,D=2)",X,0.56,37,4,9,13.273603280385338
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=3,D=2)",O,-0.56,9,4,37,17.866720755894978
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=3,D=3)",X,0.7,40,5,5,12.602964083353676
"MCTS(S=10,R=2,D=1) vs MCTS(S=10,R=3,D=3)",O,-0.7,5,5,40,17.408405542373657
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=1,D=1)",X,0.64,39,4,7,13.371054093043009
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=1,D=1)",O,-0.64,7,4,39,25.71427583694458
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=1,D=2)",X,0.76,42,4,4,12.134706020355226
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=1,D=2)",O,-0.76,4,4,42,22.126104831695553
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=1,D=3)",X,0.84,45,2,3,12.39780243237813
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=1,D=3)",O,-0.84,3,2,45,22.326253255208332
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=2,D=1)",X,0.36,30,8,12,12.236196994781494
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=2,D=1)",O,-0.36,12,8,30,35.56585748990376
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=2,D=2)",X,0.64,39,4,7,12.963507095972698
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=2,D=2)",O,-0.64,7,4,39,37.93598214785258
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=2,D=3)",X,0.58,39,1,10,14.987067461013796
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=2,D=3)",O,-0.58,10,1,39,41.96056604385376
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=3,D=1)",X,0.28,29,6,15,14.014533758163452
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=3,D=1)",O,-0.28,15,6,29,53.65341703097025
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=3,D=2)",X,0.76,42,4,4,13.219185908635456
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=3,D=2)",O,-0.76,4,4,42,53.08206399281819
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=3,D=3)",X,0.48,34,6,10,13.830203612645468
"MCTS(S=10,R=2,D=1) vs MCTS(S=30,R=3,D=3)",O,-0.48,10,6,34,54.06224290529888
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=1,D=1)",X,0.62,40,1,9,14.460730950037636
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=1,D=1)",O,-0.62,9,1,40,42.65949765841166
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=1,D=2)",X,0.78,44,1,5,14.519254128138225
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=1,D=2)",O,-0.78,5,1,44,39.61504340171815
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=1,D=3)",X,0.72,41,4,5,12.626128196716309
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=1,D=3)",O,-0.72,5,4,41,37.797690629959106
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=2,D=1)",X,0.44,33,6,11,13.148565848668415
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=2,D=1)",O,-0.44,11,6,33,59.92756247520447
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=2,D=2)",X,0.44,33,6,11,14.519847313563028
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=2,D=2)",O,-0.44,11,6,33,65.71106155713399
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=2,D=3)",X,0.4,34,2,14,13.629266103108726
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=2,D=3)",O,-0.4,14,2,34,61.167579889297485
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=3,D=1)",X,0.42,33,5,12,13.838917096455894
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=3,D=1)",O,-0.42,12,5,33,90.57306011517842
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=3,D=2)",X,0.58,38,3,9,16.619953632354736
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=3,D=2)",O,-0.58,9,3,38,104.63843544324237
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=3,D=3)",X,0.6,38,4,8,11.559167782465614
"MCTS(S=10,R=2,D=1) vs MCTS(S=50,R=3,D=3)",O,-0.6,8,4,38,72.26905941963196
"MCTS(S=10,R=2,D=2) vs MCTS(S=10,R=2,D=2)",X,0.38,32,5,13,13.007957617441814
"MCTS(S=10,R=2,D=2) vs MCTS(S=10,R=2,D=2)",O,-0.38,13,5,32,13.08275063832601
"MCTS(S=10,R=2,D=2) vs MCTS(S=10,R=2,D=3)",X,0.34,31,5,14,12.089903910954794
"MCTS(S=10,R=2,D=2) vs MCTS(S=10,R=2,D=3)",O,-0.34,14,5,31,12.233904202779136
"MCTS(S=10,R=2,D=2) vs MCTS(S=10,R=3,D=1)",X,0.32,31,4,15,11.710855722427366
"MCTS(S=10,R=2,D=2) vs MCTS(S=10,R=3,D=1)",O,-0.32,15,4,31,15.841619173685709
"MCTS(S=10,R=2,D=2) vs MCTS(S=10,R=3,D=2)",X,0.08,26,2,22,11.22406888008118
"MCTS(S=10,R=2,D=2) vs MCTS(S=10,R=3,D=2)",O,-0.08,22,2,26,14.732718467712402
"MCTS(S=10,R=2,D=2) vs MCTS(S=10,R=3,D=3)",X,0.06,24,5,21,11.635195096333822
"MCTS(S=10,R=2,D=2) vs MCTS(S=10,R=3,D=3)",O,-0.06,21,5,24,15.096223354339601
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=1,D=1)",X,-0.06,20,7,23,11.771186351776121
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=1,D=1)",O,0.06,23,7,20,19.991276264190674
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=1,D=2)",X,0.16,25,8,17,11.678987820943197
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=1,D=2)",O,-0.16,17,8,25,21.142146190007523
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=1,D=3)",X,0.32,30,6,14,12.405208826065062
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=1,D=3)",O,-0.32,14,6,30,21.41839583714803
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=2,D=1)",X,-0.04,19,10,21,12.00843675931295
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=2,D=1)",O,0.04,21,10,19,33.80432844161987
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=2,D=2)",X,0.3,31,3,16,13.01534152030945
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=2,D=2)",O,-0.3,16,3,31,34.57029342651367
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=2,D=3)",X,0.26,28,7,15,12.6448499361674
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=2,D=3)",O,-0.26,15,7,28,34.98995661735535
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=3,D=1)",X,-0.24,15,8,27,13.339433590571089
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=3,D=1)",O,0.24,27,8,15,51.55388951301574
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=3,D=2)",X,0.1,25,5,20,12.222664276758831
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=3,D=2)",O,-0.1,20,5,25,46.02168599764506
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=3,D=3)",X,0.02,23,5,22,11.891273975372313
"MCTS(S=10,R=2,D=2) vs MCTS(S=30,R=3,D=3)",O,-0.02,22,5,23,43.68926088015239
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=1,D=1)",X,-0.18,20,1,29,12.04888105392456
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=1,D=1)",O,0.18,29,1,20,33.76532634099325
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=1,D=2)",X,0.38,31,7,12,11.768025239308676
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=1,D=2)",O,-0.38,12,7,31,34.54285343488058
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=1,D=3)",X,0.18,28,3,19,13.18594193458557
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=1,D=3)",O,-0.18,19,3,28,37.70225803057353
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=2,D=1)",X,-0.04,21,6,23,13.364706754684448
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=2,D=1)",O,0.04,23,6,21,61.977432568868004
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=2,D=2)",X,-0.14,17,9,24,11.914225101470945
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=2,D=2)",O,0.14,24,9,17,52.46018846829733
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=2,D=3)",X,0.14,24,9,17,12.904599189758299
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=2,D=3)",O,-0.14,17,9,24,57.27510849634807
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=3,D=1)",X,-0.22,13,13,24,13.087210337320963
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=3,D=1)",O,0.22,24,13,13,79.68482414881389
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=3,D=2)",X,-0.04,22,4,24,12.450762828191122
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=3,D=2)",O,0.04,24,4,22,73.22373787562053
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=3,D=3)",X,0.14,26,5,19,12.160152753194174
"MCTS(S=10,R=2,D=2) vs MCTS(S=50,R=3,D=3)",O,-0.14,19,5,26,71.47681434949239
"MCTS(S=10,R=2,D=3) vs MCTS(S=10,R=2,D=3)",X,0.44,33,6,11,10.9011287689209
"MCTS(S=10,R=2,D=3) vs MCTS(S=10,R=2,D=3)",O,-0.44,11,6,33,10.834450324376425
"MCTS(S=10,R=2,D=3) vs MCTS(S=10,R=3,D=1)",X,0.16,28,2,20,11.598942359288534
"MCTS(S=10,R=2,D=3) vs MCTS(S=10,R=3,D=1)",O,-0.16,20,2,28,15.98311185836792
"MCTS(S=10,R=2,D=3) vs MCTS(S=10,R=3,D=2)",X,0.4,32,6,12,11.97511339187622
"MCTS(S=10,R=2,D=3) vs MCTS(S=10,R=3,D=2)",O,-0.4,12,6,32,16.045700709025066
"MCTS(S=10,R=2,D=3) vs MCTS(S=10,R=3,D=3)",X,0.32,31,4,15,11.718394517898561
"MCTS(S=10,R=2,D=3) vs MCTS(S=10,R=3,D=3)",O,-0.32,15,4,31,15.546860297520954
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=1,D=1)",X,0.22,28,5,17,11.659377813339233
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=1,D=1)",O,-0.22,17,5,28,20.892100731531777
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=1,D=2)",X,0.48,34,6,10,11.437809308369955
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=1,D=2)",O,-0.48,10,6,34,19.165058135986328
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=1,D=3)",X,0.6,37,6,7,10.937293370564777
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=1,D=3)",O,-0.6,7,6,37,19.44031874338786
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=2,D=1)",X,0.04,24,4,22,11.441600879033409
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=2,D=1)",O,-0.04,22,4,24,31.82035128275553
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=2,D=2)",X,0.14,28,1,21,11.471463839213055
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=2,D=2)",O,-0.14,21,1,28,32.584913571675614
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=2,D=3)",X,0.44,36,0,14,13.651563723882038
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=2,D=3)",O,-0.44,14,0,36,35.34147183100382
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=3,D=1)",X,-0.08,20,6,24,12.040639956792194
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=3,D=1)",O,0.08,24,6,20,46.69914642969766
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=3,D=2)",X,0.16,27,4,19,11.777595599492392
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=3,D=2)",O,-0.16,19,4,27,45.6200647354126
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=3,D=3)",X,0.24,29,4,17,12.794749101003012
"MCTS(S=10,R=2,D=3) vs MCTS(S=30,R=3,D=3)",O,-0.24,17,4,29,47.34577576319377
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=1,D=1)",X,0.18,28,3,19,12.148996035257976
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=1,D=1)",O,-0.18,19,3,28,34.880304336547844
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=1,D=2)",X,0.44,34,4,12,11.524549404780071
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=1,D=2)",O,-0.44,12,4,34,33.05438121159872
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=1,D=3)",X,0.38,33,3,14,11.628227710723877
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=1,D=3)",O,-0.38,14,3,33,33.51583520571391
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=2,D=1)",X,-0.08,21,4,25,11.76460862159729
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=2,D=1)",O,0.08,25,4,21,54.52926675478618
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=2,D=2)",X,0.44,35,2,13,11.856171925862629
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=2,D=2)",O,-0.44,13,2,35,55.79649051030478
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=2,D=3)",X,0.06,25,3,22,11.814697027206421
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=2,D=3)",O,-0.06,22,3,25,53.28577399253845
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=3,D=1)",X,0.0,22,6,22,12.053278207778932
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=3,D=1)",O,0.0,22,6,22,74.01575128237407
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=3,D=2)",X,0.2,27,6,17,12.089604298273724
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=3,D=2)",O,-0.2,17,6,27,76.35606805483499
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=3,D=3)",X,0.3,32,1,17,12.98491056760152
"MCTS(S=10,R=2,D=3) vs MCTS(S=50,R=3,D=3)",O,-0.3,17,1,32,77.00551668802898
"MCTS(S=10,R=3,D=1) vs MCTS(S=10,R=3,D=1)",X,0.48,34,6,10,15.256778637568159
"MCTS(S=10,R=3,D=1) vs MCTS(S=10,R=3,D=1)",O,-0.48,10,6,34,15.233541329701742
"MCTS(S=10,R=3,D=1) vs MCTS(S=10,R=3,D=2)",X,0.66,37,9,4,16.2225608030955
"MCTS(S=10,R=3,D=1) vs MCTS(S=10,R=3,D=2)",O,-0.66,4,9,37,16.486361026763916
"MCTS(S=10,R=3,D=1) vs MCTS(S=10,R=3,D=3)",X,0.64,40,2,8,18.177601655324302
"MCTS(S=10,R=3,D=1) vs MCTS(S=10,R=3,D=3)",O,-0.64,8,2,40,17.80670364697774
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=1,D=1)",X,0.84,45,2,3,18.103897253672283
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=1,D=1)",O,-0.84,3,2,45,25.31677047411601
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=1,D=2)",X,0.92,47,2,1,19.862515608469643
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=1,D=2)",O,-0.92,1,2,47,26.705511808395386
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=1,D=3)",X,0.9,47,1,2,20.6101086139679
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=1,D=3)",O,-0.9,2,1,47,27.593327760696415
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=2,D=1)",X,0.4,30,10,10,19.155362288157146
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=2,D=1)",O,-0.4,10,10,30,38.64702900250753
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=2,D=2)",X,0.72,42,2,6,18.757232904434204
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=2,D=2)",O,-0.72,6,2,42,41.64455533027649
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=2,D=3)",X,0.62,39,3,8,16.395906130472817
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=2,D=3)",O,-0.62,8,3,39,33.894140323003136
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=3,D=1)",X,0.62,36,9,5,15.362081845601399
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=3,D=1)",O,-0.62,5,9,36,45.79465866088867
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=3,D=2)",X,0.68,39,6,5,16.156702677408852
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=3,D=2)",O,-0.68,5,6,39,46.0515832901001
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=3,D=3)",X,0.6,39,2,9,17.44062352180481
"MCTS(S=10,R=3,D=1) vs MCTS(S=30,R=3,D=3)",O,-0.6,9,2,39,48.871637582778924
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=1,D=1)",X,0.64,41,0,9,16.726382573445637
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=1,D=1)",O,-0.64,9,0,41,37.38138039906819
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=1,D=2)",X,0.98,49,1,0,16.671000162760418
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=1,D=2)",O,-0.98,0,1,49,38.235310316085815
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=1,D=3)",X,0.72,42,2,6,19.800447861353557
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=1,D=3)",O,-0.72,6,2,42,40.19529104232788
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=2,D=1)",X,0.3,29,7,14,16.961363315582275
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=2,D=1)",O,-0.3,14,7,29,57.02280839284261
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=2,D=2)",X,0.76,42,4,4,17.081636269887287
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=2,D=2)",O,-0.76,4,4,42,62.391990423202515
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=2,D=3)",X,0.5,34,7,9,17.40551916758219
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=2,D=3)",O,-0.5,9,7,34,58.32720557848612
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=3,D=1)",X,0.4,32,6,12,15.901153723398846
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=3,D=1)",O,-0.4,12,6,32,74.71375425656638
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=3,D=2)",X,0.9,47,1,2,15.780617396036783
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=3,D=2)",O,-0.9,2,1,47,78.54876557985942
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=3,D=3)",X,0.54,35,7,8,16.421926021575928
"MCTS(S=10,R=3,D=1) vs MCTS(S=50,R=3,D=3)",O,-0.54,8,7,35,71.85568769772847
"MCTS(S=10,R=3,D=2) vs MCTS(S=10,R=3,D=2)",X,-0.02,22,5,23,15.678086519241331
"MCTS(S=10,R=3,D=2) vs MCTS(S=10,R=3,D=2)",O,0.02,23,5,22,15.396556059519451
